ScenarioID,eventName,currencyOfEvent,instrument,enabledOrderDirection,orderDirection,secondsBeforePending,secondsBeforeModify,secondsAfterNews,isOCO,manageMoney,calcAmountWithMaxSpread,weight,pointsAway,takeProfit,stopLoss,modifyGap,secondsAfterNewsOffset,breakevenTrigger,breakevenDistance,trailingStop,trailingAfter,trailImmediately,riskPercent,amount,maxSpread,maxSlippage,,,,,0
14,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,9.262849098,0,5.37086161,0.1,0,0,0,3.769167313,1.505692076,TRUE,0.013,0.001,0,999,1015.87,0.7,1.706696429,,11.109
15,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,10.9840383,0,5.53343996,0.1,0,0,0,3.34518433,1.455668995,TRUE,0.013,0.001,0,999,1035.54,0.75,4.847402597,,26.655
16,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,13.54665051,0,5.083552857,0.1,0,0,0,2.6567413,1.646249741,TRUE,0.013,0.001,0,999,,,,,0
17,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,14.0202645,0,5.312153894,0.1,0,0,0,2.781830471,1.577620366,TRUE,0.013,0.001,0,999,1030.28,0.625,6.280977312,,18.925
18,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,13.0005955,0,4.407005698,0.1,0,0,0,4.732283618,1.646979998,TRUE,0.013,0.001,0,999,1031.78,0.625,3.564516129,,19.8625
19,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,14.94393583,0,5.019486811,0.1,0,0,0,3.738669966,1.658552333,TRUE,0.013,0.001,0,999,,,,,0
20,United States ADP Employment Change,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,15.04119922,0,4.432362642,0.1,0,0,0,3.09359101,1.535042752,TRUE,0.013,0.001,0,999,1013.2,0.714285714,1.927017544,,9.428571429
1,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.869726332,0,4.627865367,0.1,0,6,4,8.089945886,1.481721382,TRUE,0.039,0.001,0,10,1138.78,0.6875,3.980030062,,95.41125
2,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.911575277,0,4.556418876,0.1,0,6,4,7.533602148,1.605277348,TRUE,0.039,0.001,0,999,1134.17,0.611111111,3.655779889,,81.99277778
3,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.045422451,0,4.505302074,0.1,0,0,0,1.779722274,1.561483941,TRUE,0.039,0.001,0,999,1119.21,0.666666667,4.070048931,,79.47333333
4,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.136586286,0,4.934734784,0.1,0,12,1,1.902544483,1.330584898,TRUE,0.039,0.001,0,999,1117.98,0.6875,4.855882353,,81.11125
5,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.048779568,0,5.546020819,0.1,0,12,4,4.55940094,1.368081622,TRUE,0.039,0.001,0,10,1115.31,0.8125,4.559604694,,93.689375
6,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.888089278,0,4.382830132,0.1,0,12,8,9.427694498,1.383790545,TRUE,0.039,0.001,0,999,1114.43,0.6875,2.672028074,,78.670625
7,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.925204641,0,4.970215883,0.1,0,0,0,6.643026705,1.630768597,TRUE,0.039,0.001,0,10,,,,,0
8,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.804965968,0,4.987880791,0.1,0,12,1,2.890507546,1.43421899,TRUE,0.039,0.001,0,999,1114.13,0.6875,4.006849315,,78.464375
9,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.113675849,0,5.390940709,0.1,0,12,4,2.483191678,1.512330437,TRUE,0.039,0.001,0,999,1113.6,0.666666667,3.460472168,,75.73333333
10,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.887712209,0,4.930625725,0.1,0,6,1,6.160944007,1.490813828,TRUE,0.039,0.001,0,999,1112.08,0.75,5.060913706,,84.06
11,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.330290408,0,4.551168176,0.1,0,0,0,7.157579465,1.403690969,TRUE,0.039,0.001,0,999,1130.84,0.6875,3.512869766,,89.9525
12,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.38453876,0,5.401011364,0.1,0,12,4,8.263280352,1.616573836,TRUE,0.039,0.001,0,999,1123.98,0.611111111,3.137782376,,75.76555556
13,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,3.543671078,0,4.884954009,0.1,0,12,8,4.914367744,1.489267068,TRUE,0.039,0.001,0,10,,,,,0
14,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,4.931297647,0,5.329293245,0.1,0,6,1,2.137346273,1.324601863,TRUE,0.039,0.001,0,999,1104.6,0.692307692,5.956398104,,72.41538462
15,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,4.088131609,0,4.937018291,0.1,0,0,0,2.053539469,1.482044027,TRUE,0.039,0.001,0,999,1110.75,0.666666667,5.010865628,,73.83333333
16,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,6.83552743,0,5.607157661,0.1,0,2,1,7.957838271,1.34812814,TRUE,0.026,0.001,0,999,1058.33,0.888888889,6.620423892,,51.84888889
17,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,7.52771413,0,5.266576493,0.1,0,2,1,4.745078752,1.338302495,TRUE,0.026,0.001,0,999,1048.77,0.888888889,7.834733894,,43.35111111
18,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,9.078005982,0,5.428071905,0.1,0,0,0,1.826083497,1.536593032,TRUE,0.013,0.001,0,999,1031.13,0.875,3.911214953,,27.23875
19,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,9.424459432,0,5.181631016,0.1,0,6,4,2.545267257,1.471402334,TRUE,0.013,0.001,0,999,,,,,0
20,United States ISM Manufacturing PMI,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,10.4777336,0,4.400382215,0.1,0,12,1,2.622262398,1.547737015,TRUE,0.013,0.001,0,999,1018.9,0.875,2.769158879,,16.5375
1,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,1.887171812,0,3.263473435,0.1,0,0,4.929742868,1.523991315,1.446518978,TRUE,0.052,0.001,0,0,1235.72,0.571428571,5.520038351,,134.6971429
2,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.575527759,0,3.285211601,0.1,0,0,4.448463048,1.531672788,1.575594561,TRUE,0.052,0.001,0,0,,,,,0
3,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,2.88729517,0,2.989760739,0.1,0,0,4.603618967,1.681143623,1.575060164,TRUE,0.052,0.001,0,0,,,,,0
4,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,3.026787917,0,2.874984735,0.1,0,0,5.34600734,1.685083769,1.315042916,TRUE,0.052,0.001,0,0,1177.79,0.5,7.520527859,,88.895
5,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,3.657593375,0,3.311569726,0.1,0,0,5.048645582,1.462790119,1.52322897,TRUE,0.052,0.001,0,0,,,,,0
7,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,3.845451862,0,3.029418656,0.1,0,0,4.927499002,1.487096119,1.382679521,TRUE,0.052,0.001,0,0,1183.09,0.6,10.65279241,,109.854
8,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,4.259356213,0,3.221931739,0.1,0,0,4.747568278,1.617544884,1.588521382,TRUE,0.052,0.001,0,0,,,,,0
9,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,4.671474282,0,2.699625129,0.1,0,0,5.201842256,2.206046953,1.638247271,TRUE,0.052,0.001,0,0,,,,,0
10,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,4.768095296,0,2.893420016,0.1,0,0,4.670242259,2.611947913,1.394888219,TRUE,0.052,0.001,0,0,1228.46,0.555555556,5.158354569,,126.9222222
11,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,5,TRUE,TRUE,FALSE,1,6.743382305,0,2.811844093,0.1,0,0,4.725131912,2.389823457,1.490411993,TRUE,0.052,0.001,0,0,,,,,0
12,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,7.782938223,0,3.30353826,0.1,0,0,5.250405547,1.739165775,1.583425899,TRUE,0.052,0.001,0,0,,,,,0
13,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,8.795179613,0,3.134019396,0.1,0,0,5.268274628,1.677502586,1.682924756,TRUE,0.052,0.001,0,0,1195.13,1,999,,195.13
14,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,10.41788322,0,3.202488135,0.1,0,0,5.345394122,1.88458631,1.32469251,TRUE,0.052,0.001,0,0,,,,,0
15,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,10.18705068,0,2.65208702,0.1,0,0,4.518249588,2.301697536,1.366242067,TRUE,0.052,0.001,0,0,,,,,0
16,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,10.38398255,0,2.785862342,0.1,0,0,4.699904106,2.314583035,1.380291551,TRUE,0.052,0.001,0,0,1172.97,1,999,,172.97
17,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,12.38078781,0,2.711459562,0.1,0,0,4.728735993,2.408955017,1.62969892,TRUE,0.052,0.001,0,0,,,,,0
19,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,14.47111887,0,2.81792497,0.1,0,0,4.42618904,1.814148821,1.439285546,TRUE,0.052,0.001,0,0,,,,,0
20,United States Feds Yellen Speech,USD,USD/JPY,BOTHDIRECTION,LONG,10,0,20,TRUE,TRUE,FALSE,1,14.22753531,0,2.965285958,0.1,0,0,4.695939623,1.357975005,1.456904543,TRUE,0.052,0.001,0,0,1121.27,1,999,,121.27
