closeOnShutDown,pathEventCalendarCSV,pathMultiSettingCSV,isTest,isMultiScenarioRun,eventName,currencyOfEvent,testInstrument,enabledOrderDirection,pointsAway,takeProfit,stopLoss,modifyGap,secondsBeforePending,secondsBeforeModify,secondsAfterNews,secondsAfterNewsOffset,breakevenTrigger,breakevenDistance,trailingStop,trailingAfter,trailImmediately,isOCO,manageMoney,calcAmountWithMaxSpread,riskPercent,amount,maxSpread,maxSlippage,initDep,finishDep,commission,turnOver,eventPeriodsNbr,closedOrderNb,buyOrders,sellOrders,maxProfit,maxLoss,profitNb,lossNb,profitNbWithComm,lossNbWithComm,orderPercent,profitPercent,profitPercentWithComm,avrPLperevent,avrPLclosedorder,sumProfit,sumLoss,sumProfitCom,sumLossCom,PLrate,PLrateCom
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1015.99,50.83,1059259.28,35,11,11,0,22.1,-16.71,7,4,6,5,0.3142857142857143,0.6363636363636364,0.5454545454545454,0.45685714285714313,1.4536363636363645,100.82000000000001,-33.98,72.21000000000001,-56.22,2.967039434961743,1.284418356456777
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1066.96,32.080000000000005,668068.49,35,7,7,0,48.69,-12.59,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,1.9131428571428581,9.565714285714291,111.64,-12.59,84.11,-17.14,8.867355043685464,4.907234539089848
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1066.96,32.080000000000005,668068.49,35,7,7,0,48.69,-12.59,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,1.9131428571428581,9.565714285714291,111.64,-12.59,84.11,-17.14,8.867355043685464,4.907234539089848
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1171.73,52.59,1095686.46,35,11,11,0,93.97,-15.76,10,1,10,1,0.3142857142857143,0.9090909090909091,0.9090909090909091,4.9065714285714295,15.611818181818183,240.08,-15.76,192.5,-20.759999999999998,15.233502538071066,9.272639691714836
closeOnShutDown,pathEventCalendarCSV,pathMultiSettingCSV,isTest,isMultiScenarioRun,eventName,currencyOfEvent,testInstrument,enabledOrderDirection,pointsAway,takeProfit,stopLoss,modifyGap,secondsBeforePending,secondsBeforeModify,secondsAfterNews,secondsAfterNewsOffset,breakevenTrigger,breakevenDistance,trailingStop,trailingAfter,trailImmediately,isOCO,manageMoney,calcAmountWithMaxSpread,riskPercent,amount,maxSpread,maxSlippage,initDep,finishDep,commission,turnOver,eventPeriodsNbr,closedOrderNb,buyOrders,sellOrders,maxProfit,maxLoss,profitNb,lossNb,profitNbWithComm,lossNbWithComm,orderPercent,profitPercent,profitPercentWithComm,avrPLperevent,avrPLclosedorder,sumProfit,sumLoss,sumProfitCom,sumLossCom,PLrate,PLrateCom
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1051.14,31.94,665108.4199999999,35,7,7,0,48.34,-20.69,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,1.46114285714286,7.3057142857143,103.77000000000001,-20.69,76.35,-25.200000000000003,5.015466408893185,3.029761904761904
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1051.14,31.94,665108.4199999999,35,7,7,0,48.34,-20.69,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,1.46114285714286,7.3057142857143,103.77000000000001,-20.69,76.35,-25.200000000000003,5.015466408893185,3.029761904761904
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,2.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1146.17,52.15,1086469.0,35,11,11,0,92.64,-24.48,10,1,10,1,0.3142857142857143,0.9090909090909091,0.9090909090909091,4.176285714285716,13.288181818181824,222.75,-24.48,175.52,-29.41,9.099264705882353,5.968038082284937
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1011.02,31.55,657012.97,35,7,7,0,22.82,-16.6,4,3,4,3,0.2,0.5714285714285714,0.5714285714285714,0.31485714285714234,1.5742857142857116,72.14999999999999,-29.560000000000002,53.559999999999995,-42.53,2.440798376184032,1.2593463437573476
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1011.02,31.55,657012.97,35,7,7,0,22.82,-16.6,4,3,4,3,0.2,0.5714285714285714,0.5714285714285714,0.31485714285714234,1.5742857142857116,72.14999999999999,-29.560000000000002,53.559999999999995,-42.53,2.440798376184032,1.2593463437573476
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1013.57,50.75,1057501.57,35,11,11,0,22.06,-16.67,7,4,6,5,0.3142857142857143,0.6363636363636364,0.5454545454545454,0.3877142857142871,1.233636363636368,98.23,-33.910000000000004,69.66,-56.1,2.896785608964907,1.241711229946524
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1093.1,32.35000000000001,673802.1299999999,35,7,7,0,49.08,-12.9,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,2.6599999999999975,13.299999999999986,138.36,-12.9,110.67000000000002,-17.560000000000002,10.725581395348838,6.302391799544419
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1093.1,32.35000000000001,673802.1299999999,35,7,7,0,49.08,-12.9,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,2.6599999999999975,13.299999999999986,138.36,-12.9,110.67000000000002,-17.560000000000002,10.725581395348838,6.302391799544419
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1208.69,53.269999999999996,1110093.95,35,11,11,0,96.13,-16.26,10,1,10,1,0.3142857142857143,0.9090909090909091,0.9090909090909091,5.96257142857143,18.971818181818186,278.18,-16.26,230.05,-21.42,17.108241082410824,10.739962651727357
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1085.11,32.35000000000001,674035.1900000001,35,7,7,0,49.1,-21.36,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,2.431714285714283,12.158571428571415,138.82,-21.36,111.12,-26.02,6.499063670411985,4.2705611068408915
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1085.11,32.35000000000001,674035.1900000001,35,7,7,0,49.1,-21.36,6,1,6,1,0.2,0.8571428571428571,0.8571428571428571,2.431714285714283,12.158571428571415,138.82,-21.36,111.12,-26.02,6.499063670411985,4.2705611068408915
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,2.0,0.0,2.5,0.1,10,0,5,0,5.0,4.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1199.35,53.26,1110084.5899999999,35,11,11,0,96.13,-25.61,10,1,10,1,0.3142857142857143,0.9090909090909091,0.9090909090909091,5.695714285714283,18.122727272727264,278.18,-25.61,230.05,-30.77,10.862163217493167,7.476438089047774
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1022.21,9.57,199481.52,35,2,2,0,16.4,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.6345714285714296,11.105000000000018,31.78,0.0,22.21,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,5.0,0.0,0.0,0.0,0.0,35,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0
closeOnShutDown,pathEventCalendarCSV,pathMultiSettingCSV,isTest,isMultiScenarioRun,eventName,currencyOfEvent,testInstrument,enabledOrderDirection,pointsAway,takeProfit,stopLoss,modifyGap,secondsBeforePending,secondsBeforeModify,secondsAfterNews,secondsAfterNewsOffset,breakevenTrigger,breakevenDistance,trailingStop,trailingAfter,trailImmediately,isOCO,manageMoney,calcAmountWithMaxSpread,riskPercent,amount,maxSpread,maxSlippage,initDep,finishDep,commission,turnOver,eventPeriodsNbr,closedOrderNb,buyOrders,sellOrders,maxProfit,maxLoss,profitNb,lossNb,profitNbWithComm,lossNbWithComm,orderPercent,profitPercent,profitPercentWithComm,avrPLperevent,avrPLclosedorder,sumProfit,sumLoss,sumProfitCom,sumLossCom,PLrate,PLrateCom
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1027.83,18.92,393997.7,35,4,4,0,15.95,0.0,4,0,3,1,0.11428571428571428,1.0,0.75,0.795142857142855,6.957499999999982,46.730000000000004,0.0,30.54,-2.7300000000000004,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,5.7,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1009.69,9.559999999999999,199191.32,35,2,2,0,13.6,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.2768571428571444,4.845000000000027,19.25,0.0,9.690000000000001,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,5.7,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1009.69,9.559999999999999,199191.32,35,2,2,0,13.6,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.2768571428571444,4.845000000000027,19.25,0.0,9.690000000000001,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,5.7,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1005.99,18.840000000000003,392516.87,35,4,4,0,13.16,0.0,4,0,2,2,0.11428571428571428,1.0,0.5,0.1711428571428574,1.4975000000000023,24.82,0.0,9.25,-3.2800000000000002,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,12.5,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,994.48,9.51,198026.01,35,2,2,0,2.0,0.0,2,0,0,2,0.05714285714285714,1.0,0.0,-0.1577142857142852,-2.759999999999991,3.99,0.0,0.0,-5.52,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,12.5,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,994.48,9.51,198026.01,35,2,2,0,2.0,0.0,2,0,0,2,0.05714285714285714,1.0,0.0,-0.1577142857142852,-2.759999999999991,3.99,0.0,0.0,-5.52,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,1.5,0.5,12.5,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,989.24,18.72,389991.84,35,4,4,0,2.0,0.0,4,0,0,4,0.11428571428571428,1.0,0.0,-0.30742857142857116,-2.6899999999999977,7.960000000000001,0.0,0.0,-10.76,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1022.21,9.57,199481.52,35,2,2,0,16.4,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.6345714285714296,11.105000000000018,31.78,0.0,22.21,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1022.21,9.57,199481.52,35,2,2,0,16.4,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.6345714285714296,11.105000000000018,31.78,0.0,22.21,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1022.48,18.84,392452.35,35,4,4,0,15.87,-3.2,3,1,3,1,0.11428571428571428,0.75,0.75,0.6422857142857148,5.6200000000000045,44.5,-3.2,30.4,-7.930000000000001,13.90625,3.833543505674653
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,5.7,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1009.69,9.559999999999999,199191.32,35,2,2,0,13.6,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.2768571428571444,4.845000000000027,19.25,0.0,9.690000000000001,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,5.7,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1009.69,9.559999999999999,199191.32,35,2,2,0,13.6,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.2768571428571444,4.845000000000027,19.25,0.0,9.690000000000001,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,5.7,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1005.99,18.840000000000003,392516.87,35,4,4,0,13.16,0.0,4,0,2,2,0.11428571428571428,1.0,0.5,0.1711428571428574,1.4975000000000023,24.82,0.0,9.25,-3.2800000000000002,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,12.5,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,994.48,9.51,198026.01,35,2,2,0,2.0,0.0,2,0,0,2,0.05714285714285714,1.0,0.0,-0.1577142857142852,-2.759999999999991,3.99,0.0,0.0,-5.52,999.0,999.0
closeOnShutDown,pathEventCalendarCSV,pathMultiSettingCSV,isTest,isMultiScenarioRun,eventName,currencyOfEvent,testInstrument,enabledOrderDirection,pointsAway,takeProfit,stopLoss,modifyGap,secondsBeforePending,secondsBeforeModify,secondsAfterNews,secondsAfterNewsOffset,breakevenTrigger,breakevenDistance,trailingStop,trailingAfter,trailImmediately,isOCO,manageMoney,calcAmountWithMaxSpread,riskPercent,amount,maxSpread,maxSlippage,initDep,finishDep,commission,turnOver,eventPeriodsNbr,closedOrderNb,buyOrders,sellOrders,maxProfit,maxLoss,profitNb,lossNb,profitNbWithComm,lossNbWithComm,orderPercent,profitPercent,profitPercentWithComm,avrPLperevent,avrPLclosedorder,sumProfit,sumLoss,sumProfitCom,sumLossCom,PLrate,PLrateCom
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,12.5,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,994.48,9.51,198026.01,35,2,2,0,2.0,0.0,2,0,0,2,0.05714285714285714,1.0,0.0,-0.1577142857142852,-2.759999999999991,3.99,0.0,0.0,-5.52,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,0.5,12.5,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,989.24,18.72,389991.84,35,4,4,0,2.0,0.0,4,0,0,4,0.11428571428571428,1.0,0.0,-0.30742857142857116,-2.6899999999999977,7.960000000000001,0.0,0.0,-10.76,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1013.32,9.53,198600.19,35,2,2,0,15.25,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.38057142857143,6.660000000000025,22.85,0.0,13.32,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1013.32,9.53,198600.19,35,2,2,0,15.25,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.38057142857143,6.660000000000025,22.85,0.0,13.32,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,3.4,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1014.36,18.78,390896.20999999996,35,4,4,0,15.13,-3.2,3,1,3,1,0.11428571428571428,0.75,0.75,0.4102857142857147,3.5900000000000034,36.35,-3.2,22.310000000000002,-7.930000000000001,11.359375,2.8133669609079446
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1006.09,9.53,198592.97,35,2,2,0,8.02,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.1740000000000009,3.045000000000016,15.62,0.0,6.09,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1006.09,9.53,198592.97,35,2,2,0,8.02,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.1740000000000009,3.045000000000016,15.62,0.0,6.09,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,5.7,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1013.28,18.88,393510.08,35,4,4,0,8.08,0.0,4,0,4,0,0.11428571428571428,1.0,1.0,0.37942857142857067,3.319999999999993,32.15,0.0,13.26,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1006.09,9.53,198592.97,35,2,2,0,8.02,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.1740000000000009,3.045000000000016,15.62,0.0,6.09,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,5.0,1000.0,1006.09,9.53,198592.97,35,2,2,0,8.02,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.1740000000000009,3.045000000000016,15.62,0.0,6.09,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,3.0,2.0,12.5,1.5,true,true,true,false,0.01,0.001,0.0,999.0,1000.0,1013.28,18.88,393510.08,35,4,4,0,8.08,0.0,4,0,4,0,0.11428571428571428,1.0,1.0,0.37942857142857067,3.319999999999993,32.15,0.0,13.26,0.0,999.0,999.0
true,F:\FOREX\nsresource\news-schedule\schedule-from-db-United States Existing Home Sales MoM.csv,F:\FOREX\nsresource\parameters\multiSettings.csv,true,false,United States Existing Home Sales MoM,USD,USD/JPY,LONG,3.4,0.0,2.5,0.1,10,0,5,0,5.0,0.5,3.4,1.5,true,true,true,false,0.01,0.001,0.0,2.0,1000.0,1022.21,9.57,199481.52,35,2,2,0,16.4,0.0,2,0,2,0,0.05714285714285714,1.0,1.0,0.6345714285714296,11.105000000000018,31.78,0.0,22.21,0.0,999.0,999.0
